price,cost,sales,profit_margin,inventory,discount_percentage,delivery_days,category,material,color,location,season,store_type,brand,revenue
346.99282071538056,176.17903002562795,48,49.22689476329596,131,10.734398391078287,3,Desk,Glass,Black,Suburban,Winter,Online,BrandA,17025.813604047864
417.7499900905471,229.65695402528968,5,45.0252640399796,76,8.263737304145106,6,Desk,Glass,White,Urban,Spring,Retail,BrandC,8928.871252709778
299.84036521975804,199.53089089711153,26,33.454293003254584,88,24.216329892762523,4,Chair,Wood,Black,Suburban,Winter,Online,BrandC,12155.955530074014
288.3427602602029,201.0169540157313,30,30.285416622102133,145,11.00979801245842,3,Chair,Plastic,Red,Urban,Summer,Online,BrandA,8456.078040201088
158.83353090520325,105.10267267870684,13,33.82841010980524,87,9.510029092029118,2,Chair,Metal,Brown,Urban,Fall,Online,BrandD,-2844.4077531481053
91.89624551265464,65.46459445523799,19,28.762492863516243,193,25.49962779507031,3,Table,Wood,Red,Rural,Fall,Online,BrandB,-2515.9867133789894
453.747091078997,334.88925205846823,29,26.19473300377274,175,25.388620094593804,4,Bed,Plastic,Blue,Urban,Summer,Online,BrandC,571.939880775164
455.18812572349873,229.40094507742728,3,49.60304715488657,32,10.690999132651699,6,Table,Glass,White,Urban,Summer,Retail,BrandD,5155.910231599728
334.8956557729706,229.6172089929823,26,31.436193621859843,57,24.97496102957899,4,Bed,Metal,Blue,Suburban,Spring,Online,BrandD,7593.465234051932
202.5634059719153,179.34957814017557,40,11.460030364496463,27,25.523354709979817,8,Desk,Fabric,White,Suburban,Spring,Online,BrandC,7480.815975206298
207.1443085756974,146.57798740620993,12,29.238708794818052,34,12.717916050889988,3,Table,Glass,Brown,Urban,Spring,Retail,BrandC,2043.767494652186
376.68005549160773,290.42669130754314,2,22.898309301641877,124,1.9941939062751468,3,Table,Fabric,Black,Rural,Spring,Online,BrandD,-4978.412009239454
453.6996169786597,283.44681364388066,11,37.525445683324676,137,0.04753933399020305,3,Table,Fabric,White,Suburban,Spring,Retail,BrandB,6551.4088605655525
449.18889091930276,363.66177695306817,44,19.04034487388951,64,15.69877388666985,8,Sofa,Metal,Red,Rural,Fall,Retail,BrandB,19687.81196828769
400.9439956359307,324.431288720467,28,19.0831407249554,41,10.322264801110672,4,Bed,Metal,Black,Suburban,Spring,Retail,BrandC,5726.73475529929
338.9142407694295,240.1269820674375,18,29.148158093834443,84,29.91395682475098,1,Bed,Fabric,Brown,Suburban,Summer,Online,BrandC,4133.826349731161
87.86298424777198,78.23368699604168,13,10.95944706883146,136,23.172329988818525,2,Table,Wood,Red,Urban,Summer,Online,BrandA,-2364.203308245667
122.73292134257619,67.53011852449141,37,44.97799140949386,187,22.838263690512374,2,Sofa,Fabric,Black,Suburban,Spring,Retail,BrandA,2426.2961735065915
454.34938483718565,230.25475686539602,22,49.32209340441675,110,28.65728304862031,3,Table,Fabric,White,Suburban,Summer,Online,BrandB,1454.1978771497252
322.89307684681546,260.9180402846437,12,19.19367152971616,14,26.631731936799625,6,Bed,Metal,White,Rural,Winter,Online,BrandA,1501.8245451847881
54.13867322748334,44.5486685662021,2,17.713778505404704,184,9.545624383691662,8,Desk,Plastic,Red,Suburban,Fall,Retail,BrandD,8234.871170625973
95.66219428971445,52.43081206772154,37,45.19171083517695,68,4.9796166481162905,1,Sofa,Glass,Green,Suburban,Fall,Retail,BrandD,853.6800825723753
348.5757960986251,211.31819702078226,7,39.37668668165576,104,22.376767951964467,9,Sofa,Metal,White,Rural,Spring,Online,BrandD,-1510.5584431243678
52.277712730798406,26.505895329330087,26,49.29790546533484,149,11.348216810486191,1,Table,Wood,Green,Urban,Winter,Retail,BrandD,-1885.6143575818699
122.3636231378744,75.53793329399579,26,38.26765556877742,63,14.195179548928694,2,Desk,Glass,Black,Urban,Spring,Retail,BrandC,1778.7639586471792
296.93020521496373,240.29277272066298,24,19.074325043253136,40,18.911931938244805,3,Bed,Metal,Green,Suburban,Spring,Online,BrandD,14740.20586057709
361.35283896171194,255.54302234447474,12,29.28157889149684,70,27.236180308057218,7,Chair,Metal,Red,Suburban,Summer,Online,BrandB,10183.70459820972
343.3825667761702,219.50326669432522,16,36.07617627326848,55,12.572632610128979,9,Bed,Plastic,Blue,Rural,Fall,Retail,BrandA,4086.2652934882617
150.9211892572519,97.90192922099222,23,35.13042820374679,150,23.499506706580842,3,Bed,Wood,Blue,Urban,Winter,Online,BrandB,-558.6217064755833
370.4806496063911,185.4409216569518,40,49.94585497138127,24,8.050193738239724,8,Desk,Wood,Red,Urban,Summer,Online,BrandC,4821.3484828036435
156.76208937356003,97.1799875253488,9,38.00797889739056,104,20.93915372770841,9,Sofa,Metal,Blue,Urban,Fall,Online,BrandA,-3441.149416874602
196.4298641716705,149.00845321084634,32,24.141650334482776,133,0.04738263233735607,7,Bed,Plastic,Red,Rural,Fall,Online,BrandA,-3589.931623054368
385.9211323031109,343.3454552879586,15,11.032222247345713,118,26.145216404719044,4,Sofa,Metal,White,Rural,Spring,Online,BrandA,7975.904865069409
342.3348045712466,287.15876335182,37,16.11756692064401,161,0.911387398633875,4,Desk,Fabric,Green,Rural,Winter,Online,BrandD,19228.72879863564
432.1505347223801,220.15389799651848,13,49.05620141417884,190,21.382612642877525,4,Desk,Fabric,Blue,Suburban,Spring,Retail,BrandC,2540.535221591638
